"V1","RHOA (387)","SYNE1 (23345)","PRSS57 (400668)","FOXP1 (27086)","KIF20B (9585)","OR6C1 (390321)","KLHDC7A (127707)","SORCS3 (22986)","RPS6KA4 (8986)","NEFM (4741)","MET (4233)","SMAD2 (4087)","ZNF732 (654254)","ASTN1 (460)","RASA1 (5921)","ACTR10 (55860)","CEBPA (1050)","BCL2L11 (10018)","TSC2 (7249)","PCDHA12 (56137)","SCAF4 (57466)","TGFBR2 (7048)","CSMD2 (114784)","MB21D2 (151963)","ATM (472)","RAF1 (5894)","USF3 (205717)","BCL2 (596)","FBXW7 (55294)","CLK3 (1198)","TRAT1 (50852)","ZC3H4 (23211)","UGT3A2 (167127)","SPTA1 (6708)","AR (367)","CUEDC2 (79004)","ASXL3 (80816)","SETD2 (29072)","KDM6A (7403)","ZBED2 (79413)","NDUFS1 (4719)","LBR (3930)","OR4M1 (441670)","POT1 (25913)","JAK2 (3717)","SMARCD1 (6602)","NWD1 (284434)","MUC16 (94025)","KCNQ5 (56479)","CHEK2 (11200)","PDCD6IP (10015)","ABCA1 (19)","BRCA2 (675)","TP53 (7157)","HEXD (284004)","FBXL4 (26235)","PRKAG1 (5571)","UPF2 (26019)","DNMT3A (1788)","DHX15 (1665)","ARID1B (57492)","DSC3 (1825)","MYOCD (93649)","H3-3A (3020)","ZIM3 (114026)","CNOT3 (4849)","EBF2 (64641)","CHI3L2 (1117)","KCNA4 (3739)","SYT13 (57586)","SPOCK3 (50859)","RICTOR (253260)","SPOP (8405)","ZNF7 (7553)","FAM83B (222584)","RXRA (6256)","MAP3K4 (4216)","PIM1 (5292)","ABCC9 (10060)","SH3RF2 (153769)","NQO1 (1728)","RNF152 (220441)","CIC (23152)","RALB (5899)","ACACB (32)","LOXHD1 (125336)","BCL6 (604)","OR8D1 (283159)","PPP1R3A (5506)","DMXL2 (23312)","OR2A5 (393046)","MYO7B (4648)","U2AF1 (7307)","SACS (26278)","DST (667)","PIK3CD (5293)","PBRM1 (55193)","DNAJA4 (55466)","CDK4 (1019)","AMOT (154796)","H3C2 (8358)","ZSCAN20 (7579)","CHD4 (1108)","CNOT9 (9125)","NPAP1 (23742)","OR1N2 (138882)","ZNF615 (284370)","IRF3 (3661)","OR4A15 (81328)","ATRX (546)","MLLT10 (8028)","FGFR1 (2260)","LYST (1130)","KMT2D (8085)","PDSS1 (23590)","CARD11 (84433)","ERCC3 (2071)","GPR107 (57720)","FMN2 (56776)","FLACC1 (130540)","RAD50 (10111)","NFATC2 (4773)","TGFB1 (7040)","NLRP4 (147945)","ZHX3 (23051)","SRCIN1 (80725)","SF3B1 (23451)","PTP4A3 (11156)","HFM1 (164045)","ACVR1B (91)","ZNF180 (7733)","MLH1 (4292)","DENND4C (55667)","HCRTR2 (3062)","RTKN2 (219790)","DICER1 (23405)","EPHB1 (2047)","DCAF12L2 (340578)","ZDBF2 (57683)","IDH1 (3417)","CNTNAP2 (26047)","ALK (238)","ZNF534 (147658)","SOX30 (11063)","FGFR3 (2261)","SLCO6A1 (133482)","NFE2L2 (4780)","ZNF140 (7699)","FAM174C (55009)","MYCN (4613)"
"ACH-000472",0.8301,0.893,0.8442,0.8301,1.0102,0.907,0.8472,1.0201,1.4949,0.8749,0.8413,0.4346,0.8147,0.8468,1.1594,1.2774,0.8422,0.903,0.8637,1.1594,0.8642,0.8301,0.8472,1.6239,1.6156,0.8301,1.2051,0.4346,0.8023,0.8488,1.2051,0.8422,1.4945,0.8468,0.7962,1.0201,0.4346,0.8301,0.4188,1.2051,0.8926,1.055,0.8269,0.8413,1.6253,0.907,1.2617,1.2617,1.3325,1.0979,0.8301,0.9774,1.3559,1.5605,1.2891,1.3325,0.907,0.9813,0.9041,0.8147,0.893,0.8648,1.5605,1.055,0.8589,0.8422,0.8749,1.2708,1.1189,1.1189,0.8023,1.4945,1.2699,0.69,1.1392,0.9484,0.893,1.1392,1.744,1.1594,0.919,0.4346,0.8422,0.8979,0.907,0.4346,1.6239,1.6156,0.8413,0.8397,0.8413,0.8979,0.8642,1.3559,1.1392,0.838,0.8301,0.8488,0.907,0.7258,1.1392,0.8472,1.744,1.2698,0.8397,0.9484,0.8422,0.8422,1.1189,0.7962,0.7781,0.8749,1.055,0.907,0.7781,1.6615,0.8979,0.9484,1.055,0.8926,1.1594,1.974,0.8422,0.8589,1.5719,0.8546,0.8926,0.69,1.2708,0.907,0.8422,0.8301,1.0192,1.1392,1.0102,1.0628,1.2051,0.6263,0.8926,0.8926,0.8413,0.9041,0.8422,1.1594,0.8147,1.1594,0.8926,0.907,0.8442,0.9041
"ACH-000796",0.8689,0.8365,0.9025,0.8689,1.5697,0.8697,0.884,1.5697,1.1553,0.5903,0.8591,0.5602,0.8565,1.1182,1.1035,1.1462,0.8907,1.1198,0.8653,1.1007,0.8621,0.8628,0.884,1.1047,1.131,0.8537,1.1047,0.5602,0.8387,1.0337,1.1047,0.8972,1.6332,1.1182,0.5586,1.5697,1.1238,0.8689,0.5586,1.1047,1.1198,1.1182,1.1212,0.8591,0.863,0.8697,0.9025,0.9025,0.8365,0.7851,0.8628,0.863,1.0732,0.8736,0.8989,0.8365,0.8697,1.0375,0.8702,0.8565,0.8405,1.1238,0.8736,1.1182,0.8784,0.8972,0.5903,1.1414,1.1553,1.1553,0.8387,1.6332,1.1696,1.1097,1.1332,0.863,0.8405,1.1332,0.8551,1.1007,1.0847,0.5602,0.8972,1.1198,0.8697,0.5602,1.1047,1.131,0.8591,1.0337,0.8591,1.1198,0.8621,1.0732,1.1332,0.8855,0.8689,1.0337,0.8697,0.5586,1.1332,0.884,0.8551,1.1198,1.0399,0.863,0.8972,0.8972,1.1553,0.5586,1.0375,1.3999,1.1182,0.8697,1.0375,0.8991,1.1198,0.863,1.1182,1.1198,1.1007,1.8248,0.8972,0.8784,0.9165,1.1696,1.1198,1.1097,1.1414,0.8697,0.8972,0.8628,0.863,1.1332,1.5697,1.1321,1.1047,0.5586,1.1198,1.1198,0.8591,0.8702,0.8972,1.1007,0.8565,1.1007,1.1198,0.8697,0.9025,0.8702
"ACH-001603",1.0084,1.0689,1.0057,1.0084,1.0029,0.9908,0.5099,1.0029,0.98,0.9198,1.0039,0.9589,1.0211,1.0002,0.9569,0.9744,1.0057,0.9565,1.1781,0.9569,1.0055,1.0084,0.5074,1.0084,1.4403,1.0084,1.0084,0.9589,0.9763,1.0075,1.0084,1.0057,0.9213,1.0002,0.4886,1.0029,0.9589,1.0084,0.4886,1.0084,0.9737,1.0002,0.9744,1.0039,0.9913,0.9908,1.0057,1.0057,1.0689,1.0371,1.0084,0.9913,0.9911,0.5419,1.5396,1.0689,0.9908,1.0029,1.4615,1.0211,1.0689,0.9589,0.5419,1.0002,1.0057,1.0057,0.9198,1.0002,0.9775,0.9775,0.9763,0.9213,1.5396,0.9198,0.951,1.5702,1.0689,0.951,0.9908,0.9569,1.2011,0.9589,1.0057,0.9565,0.9908,0.9589,1.0084,0.4874,1.0039,1.0075,1.0039,0.9565,1.0055,0.9911,0.951,0.5186,1.0084,1.0075,0.9908,0.4886,0.951,0.5074,0.9908,0.9737,1.0075,0.9913,1.0057,1.0057,0.0109,0.4886,1.0029,0.9198,1.0002,0.9908,1.0029,1.0039,0.9565,1.5702,1.0002,0.9737,0.9569,0.9755,1.0057,1.0057,0.9755,1.5396,0.9737,0.9198,1.0002,0.9908,1.0057,1.0084,0.9913,0.951,1.0029,1.0062,1.0084,0.4886,0.9737,0.9737,1.0039,1.4615,1.0057,0.9569,1.0211,0.9569,0.9565,0.9908,1.0057,32.8978
"ACH-002257",1.0271,1.0465,0.9033,1.0271,0.6207,1.0505,0.998,0.6207,1.0053,0.989,1.1978,0.9705,1.0062,0.9545,1.0081,0.595,0.9033,0.8777,1.0372,1.0081,1.0349,1.0271,0.998,1.0271,1.0053,1.0271,1.0271,0.891,0.9624,1.0347,1.0271,0.9033,1.0081,0.9545,0.5328,0.6207,0.9705,1.0271,0.5328,1.0271,0.8777,0.9545,1.1501,1.1978,1.1289,1.0505,0.9033,0.9033,1.0465,1.0902,1.0271,1.0719,0.5632,1.1089,1.0592,1.0465,1.0505,1.0143,0.8777,1.0062,1.0465,0.9705,1.1089,0.9545,0.9174,0.9033,0.989,1.0079,1.0053,1.0053,0.9624,1.0081,1.0592,0.989,1.0465,1.0719,1.0465,0.9562,1.0505,1.0081,1.0857,0.891,0.9033,0.8777,1.0505,0.9705,1.0271,1.0053,1.1978,1.0347,1.1978,0.8777,1.0349,0.5632,1.0465,0.998,1.0271,1.0347,1.0505,0.5328,0.9562,0.998,1.0505,0.8777,1.0347,1.0719,0.9033,0.9033,1.0053,0.5328,1.0143,0.989,0.9545,1.0505,1.0143,1.1978,0.8777,1.0719,0.9545,0.8777,1.0081,1.084,0.9033,0.9174,1.084,1.0592,0.8777,0.989,1.0079,1.0505,0.9033,1.0271,0.5715,1.0465,0.6207,0.5955,1.0271,0.5328,0.8777,0.8777,1.1978,0.8777,0.9033,1.0081,1.0062,1.0081,0.8777,1.0505,0.9033,0.8777
"ACH-001495",0.785,0.696,0.4949,1.1555,0.9376,1.2072,0.9259,0.9376,0.8801,0.4975,0.8927,0.7133,0.8607,1.5225,1.1267,0.8818,4.2298,1.0334,1.3238,1.3468,0.8194,0.7754,0.9042,1.3631,0.8801,1.0876,1.3631,0.8088,0.827,0.788,1.3631,0.8753,0.8066,1.5225,0.702,0.9376,0.8173,0.785,0.702,1.3631,0.9853,1.4345,0.8463,0.8927,0.8927,1.2072,0.8649,0.8296,1.5557,0.7151,0.7754,1.2307,0.965,0.6706,1.3632,1.1726,1.0039,0.9739,1.2192,0.8093,0.9039,0.8173,0.7132,1.4345,0.9012,0.8586,0.4975,1.0004,0.8891,0.8891,0.4347,0.8066,1.2559,0.9534,1.2274,1.1137,1.2416,1.2274,1.3597,1.3468,0.8775,0.8088,0.8753,1.0866,0.8329,0.7133,1.3631,0.8801,0.8927,0.788,0.8927,1.0866,1.2469,0.965,1.2274,0.9356,0.785,0.788,1.2072,0.702,1.2223,0.9042,1.6169,1.0458,1.1949,1.1137,0.8586,0.8753,0.8891,0.702,0.9739,0.4975,1.4053,1.0039,0.9739,1.5979,1.0866,1.1137,1.3558,0.9853,1.3468,1.7133,0.8753,0.9012,1.8289,1.2748,0.9853,0.8758,0.9044,1.2072,0.8753,0.7754,0.8927,1.2274,0.9376,0.8818,1.3631,0.4127,0.9853,0.9853,0.8927,1.2192,0.8586,1.3468,0.8607,1.3591,1.0078,0.8266,0.4858,1.2192
"ACH-000200",0.9826,0.9537,0.9624,0.9826,0.9625,0.9514,0.9738,0.9625,0.9715,0.9555,1.8861,0.9399,0.968,0.9929,1.4438,0.9563,0.9624,0.9594,0.9469,1.4438,1.3982,0.9826,0.9738,0.9604,0.9657,0.9826,0.9604,0.9399,0.968,1.4484,0.4836,0.9624,1.4438,0.9929,1.1652,0.9625,0.9399,0.9826,1.1652,0.9604,0.9491,0.9837,0.9563,1.8861,0.9486,0.9514,0.9624,0.9624,1.3921,0.9513,0.9826,0.9637,0.9601,0.9536,0.9648,1.3829,0.9514,0.4915,0.9594,0.968,0.9537,0.9399,0.9311,0.9837,0.9624,0.9624,0.9555,0.9738,0.9705,0.9705,0.968,1.4438,0.9648,0.9555,0.9576,0.9637,0.9537,0.9576,0.9514,1.4438,0.937,0.9399,0.9624,0.9594,0.9514,0.9399,0.9604,0.9657,1.8861,0.958,1.8938,0.9594,1.3982,0.9601,0.9576,0.9738,0.9826,1.4484,0.9514,2.0048,0.9634,0.9738,0.9514,0.9491,0.9418,0.9637,0.9624,0.9624,0.9705,1.1652,0.9476,0.9555,0.9837,0.9514,0.4801,1.9022,0.9594,0.9637,0.9837,0.9491,1.4438,1.4499,0.9624,0.9624,1.4499,0.9648,0.9491,0.9555,0.9738,0.9514,0.9624,0.9826,0.9486,0.9576,0.9625,1.379,0.9604,1.1548,0.9491,0.9491,1.8938,0.9594,0.9624,1.4438,0.968,1.4438,0.9397,0.9514,0.9624,0.9594
"ACH-002278",0.6075,0.6436,1.1937,0.6075,1.2042,0.9145,0.905,1.2042,0.8862,1.1803,0.9211,0.604,0.9137,1.9319,1.1817,0.9111,1.1937,0.9363,1.1342,1.1817,0.9075,0.9095,0.905,0.9111,0.8884,0.9095,0.9111,0.604,0.9137,1.2029,0.9111,0.5957,1.1588,1.9319,0.6056,1.2042,0.604,0.6075,0.6056,0.9111,0.9363,2.5469,0.9111,0.9211,0.9076,0.9145,1.1937,1.1937,1.2541,0.9072,0.6075,1.1662,0.9154,0.9319,1.4848,1.2541,0.9145,1.2055,0.9318,0.9137,0.7193,0.604,0.9319,2.5469,1.2139,1.2072,1.1803,0.905,0.8862,0.8862,0.9137,1.1588,1.4848,1.1945,1.2541,1.1483,1.267,1.1708,0.9145,1.1817,1.1906,0.604,0.5957,0.9363,0.9145,0.604,0.9111,0.8884,0.9211,1.2029,0.9211,0.9363,0.9075,0.9154,1.2541,0.905,0.6075,1.2029,0.9145,0.6056,1.1701,0.905,0.9145,0.9363,1.2029,1.1395,1.2072,0.5957,0.8862,0.6056,1.2055,1.1803,2.5469,0.9145,1.2055,1.2138,0.9363,1.1483,2.5469,0.9363,1.1817,0.8923,1.1937,1.2139,0.8923,0.8936,0.9363,1.1945,0.905,0.9145,0.5957,0.6075,0.9076,1.2541,1.2055,0.9111,0.9111,0.6056,0.9363,0.9363,0.9211,0.9318,1.2072,1.1817,0.9137,1.1817,0.9363,0.9145,1.1937,8.5755
"ACH-000978",1.0167,1.1192,1.0457,1.0164,1.0044,1.0162,0.9841,1.0044,0.9962,1.0175,1.0433,0.9851,0.8283,1.4845,0.9558,1.0208,1.0336,1.0471,0.9522,0.9558,0.8803,1.0167,1.0067,1.0164,0.9962,1.0167,1.0164,0.9851,0.8283,0.8273,1.0164,1.0352,0.9558,1.4845,0.8656,1.0044,0.9851,1.0167,0.8656,1.0164,1.0174,1.5239,1.0208,1.0433,1.0047,1.0162,1.0336,1.0144,1.1251,1.0149,1.0167,1.0047,0.8002,1.0355,1.0075,1.1251,1.0162,1.0044,1.0149,0.8283,1.1192,0.9851,1.0355,1.5239,1.0313,1.0313,1.0175,1.0067,0.9962,0.9962,0.8283,0.9558,1.0075,1.0175,1.1251,0.9398,1.1087,1.0566,1.0162,0.9558,1.0044,0.9851,1.0336,1.0471,1.0162,0.9851,1.0164,0.9962,1.0433,0.8273,1.0622,1.0471,0.8803,0.8002,1.1251,0.9841,1.0167,0.8273,1.0162,0.8656,1.3287,1.0067,1.0098,1.0174,0.8273,1.0047,1.0313,1.8887,0.9962,0.8656,1.0044,1.0175,1.5239,1.0162,1.0044,0.5172,1.0471,1.0047,1.5239,1.0174,0.9558,1.0048,1.0336,1.0313,1.0048,1.0075,1.0174,1.0175,1.0067,1.0162,1.0407,1.0167,1.0047,1.1251,1.0044,1.0301,1.0164,0.8656,1.0174,1.0174,1.0622,1.0149,1.0313,0.9558,0.8283,0.9558,1.0174,1.0162,1.0457,1.0149
"ACH-001819",0.7581,0.8071,0.8781,0.7581,0.8158,1.2509,1.063,1.2408,0.9139,0.4591,0.7668,0.6667,0.7847,1.8774,1.005,1.9582,0.8565,0.8947,2.0279,0.9402,1.2922,1.9137,0.9749,1.665,0.9026,1.8946,1.2454,0.706,0.8288,0.9043,1.2454,0.4322,2.4065,1.5026,2.5053,1.2481,0.6667,0.7581,2.0759,1.2454,0.8787,1.1397,0.4624,0.9168,0.4454,1.2508,4.1788,0.8781,0.829,0.8322,1.9137,0.8143,0.9523,0.8873,0.9015,0.829,1.2508,1.5887,0.9944,0.7647,0.8394,0.818,0.8873,1.1397,1.6894,1.1742,0.4569,0.9721,0.9139,0.9139,0.4439,2.4065,0.9015,0.8567,0.4601,0.8938,0.8394,0.4752,1.1643,0.4922,0.8253,0.706,1.3223,0.8947,1.2223,0.6667,1.665,0.9026,0.9184,1.6568,1.2781,0.8947,1.2922,0.5061,0.4601,1.0159,0.7581,0.9043,1.2509,0.4054,0.9181,0.9749,0.807,0.8787,1.2404,0.8938,0.4868,1.2517,0.9139,0.4054,1.2445,4.4798,0.7907,1.2508,1.2445,0.9269,0.8947,0.8938,1.0747,0.8787,0.9413,1.7494,1.3223,1.2092,1.7494,0.9038,0.8787,0.8567,0.9721,1.2508,0.4322,0.7585,0.4454,0.4601,2.7204,0.8871,1.71,0.4054,0.8787,0.8787,0.9522,0.9995,0.4868,0.4508,1.2684,1.942,0.8272,0.8221,0.8781,1.2601
"ACH-000105",0.9768,1.2135,1.2328,0.9768,0.9758,0.9865,0.9974,0.9758,0.9887,1.4323,0.9926,0.9844,0.953,0.9974,0.9431,0.9952,0.9928,0.8998,0.9568,0.8765,1.0183,1.0007,0.9974,0.9768,0.9787,1.0007,0.9768,0.9844,0.9824,1.0696,0.9768,0.9927,0.9919,0.9974,0.4851,0.9758,0.9844,0.9768,0.4851,0.9768,0.8425,0.9974,1.0083,0.9926,0.9779,0.9865,0.9928,1.2328,1.2365,0.8807,1.0007,0.982,0.9552,0.5125,1.4729,1.2135,0.9865,0.9758,0.926,0.953,1.1949,0.9844,1.0015,0.9974,0.9919,0.9927,1.4323,0.9974,0.9887,0.9887,0.9824,0.9919,1.4729,1.4208,1.2365,0.9719,1.1949,1.2365,0.9865,0.8765,0.9568,0.9844,0.9928,0.8998,0.9865,0.9844,0.9768,0.9787,0.9926,1.0837,1.0232,0.8998,1.0183,0.9552,1.2365,0.9974,0.9768,1.0696,0.9865,0.4851,1.2365,0.9974,0.9865,0.8425,1.0141,0.982,0.9927,0.9927,0.9887,0.4851,0.9758,1.4323,0.9974,0.9865,0.9758,0.9926,0.8998,0.982,0.9974,0.8425,0.8765,1.076,0.9928,0.9919,1.076,1.0015,0.8425,1.4208,0.9974,0.9865,0.9927,1.0007,0.9779,1.2365,0.9758,0.9854,0.9768,0.4851,0.8425,0.8425,1.0232,0.926,0.9927,0.8765,0.953,0.9431,0.8425,0.9865,1.2328,0.926
"ACH-000051",0.9925,1.0018,1.023,0.9925,0.993,1.0074,1.003,0.993,0.9947,0.9865,1.0018,0.994,0.9837,1.003,0.9971,1.0017,1.023,0.9929,1.0065,0.9988,0.9986,0.9925,1.003,0.9925,0.9947,0.9906,0.9925,0.994,0.9801,0.9967,0.9925,1.023,0.9971,1.003,0.9562,0.993,0.994,0.9925,0.9562,0.9925,0.9929,1.003,1.0017,1.0018,0.9985,1.0074,1.023,1.023,1.0018,0.8993,0.9925,0.9985,0.9967,1.0066,1.0048,1.0018,1.0074,0.993,0.9929,0.9837,1.0018,0.994,1.0066,1.003,1.0179,1.023,0.9865,1.003,0.9947,0.9947,0.9801,0.9971,1.0048,0.9852,1.0018,0.9985,1.0018,1.0018,1.0074,0.9988,1.0065,0.994,1.023,0.9929,1.0074,0.994,0.9925,0.9947,1.0018,0.9967,1.0018,0.9929,0.9986,0.9967,1.0018,1.0064,0.9925,0.9967,1.0074,0.9562,0.9892,1.003,1.0074,0.9929,1.0041,0.9985,1.023,1.023,0.9947,0.9562,0.993,0.9865,1.003,1.0074,0.993,0.9976,0.9929,0.9985,1.003,0.9929,0.9988,1.0166,1.023,1.0179,1.0166,1.0066,0.9929,0.9852,1.003,1.0074,1.023,0.9925,0.9985,1.0018,0.993,1.0017,0.9925,0.9562,0.9929,0.9929,1.0018,0.9929,1.023,0.9988,0.9837,0.9988,0.9929,1.0074,1.023,0.9929
"ACH-002227",0.9114,0.6786,1.1503,0.9114,0.6122,0.955,0.9861,0.6122,0.9429,0.8523,1.5795,1.0075,1.014,1.0678,0.9339,0.9877,1.1503,1.0278,0.975,0.9339,1.5186,0.9114,0.9861,0.9114,0.5336,0.9114,0.9114,1.0075,1.014,0.9834,0.9114,1.1503,0.9339,1.0266,0.472,0.6122,1.0075,0.9114,0.472,0.9114,1.0278,1.0696,0.9877,1.5795,0.9664,0.955,1.1503,1.1503,0.6786,0.9993,0.9114,0.899,0.8732,0.9897,0.9706,0.6786,0.955,1.1017,1.0217,1.014,0.6786,1.0075,0.9897,1.0696,1.1503,1.1503,0.8523,1.0228,0.9429,0.9429,1.014,0.9339,0.9706,1.2643,0.9442,0.8668,0.6786,0.9442,0.955,0.9339,1.1492,1.0075,1.1503,1.0278,0.955,1.0075,0.9114,0.5336,1.5795,0.9969,1.5255,1.0278,1.5186,0.8732,0.9442,0.9861,0.9114,0.9834,0.955,0.472,1.1783,0.9861,0.955,1.0278,0.9969,0.8825,1.1503,1.1503,0.9429,0.472,1.1017,0.8523,1.0696,0.955,1.1017,1.5795,1.0278,0.8668,1.0696,1.0278,0.9339,1.3117,1.1503,1.1503,1.3117,0.9706,1.0278,1.2643,1.0228,0.955,1.1503,0.9114,0.9664,0.9442,0.6122,0.9986,0.9114,0.472,1.0278,1.0278,1.5255,1.0217,1.1503,0.9339,1.014,0.9339,1.0278,0.955,1.1503,1.0217
"ACH-002445",0.6453,0.9433,2.2549,1.7543,0.8404,1.5465,0.5836,0.8774,1.2659,0.786,1.1284,0.6914,0.9762,0.7247,0.7468,1.1144,0.7327,1.1616,0.7018,1.1387,0.7125,1.1784,1.0484,1.6295,0.9476,1.1134,1.0983,0.754,1.1517,1.1325,1.4504,0.7335,2.0121,1.2044,1.0714,0.6539,0.7443,0.6189,0.6806,1.4504,0.7697,1.4809,1.3127,1.1284,1.1319,1.0467,1.0698,0.9574,1.067,1.0344,1.1784,0.7399,0.8635,1.1152,1.0489,0.6978,1.0467,1.1893,1.5025,0.7564,0.7376,0.9372,0.8435,1.4809,1.1994,0.475,0.981,0.9514,0.9923,0.816,0.8967,1.4034,0.7297,0.8553,1.5085,0.6343,0.6421,0.7216,4.6913,0.7234,0.6466,0.754,0.658,1.2283,0.89,0.9903,1.6295,1.0704,1.1284,1.5435,0.715,1.2283,0.7348,1.1507,1.0815,1.0929,0.3459,1.1325,1.1195,0.8023,0.8143,0.7032,1.0164,0.6638,1.4143,0.7487,0.871,0.7324,1.4358,0.6762,1.112,0.7676,1.4809,1.0467,1.1215,2.0033,1.2283,0.6826,1.6555,1.1262,0.7276,1.127,0.8121,1.1994,0.9892,23.4885,1.1262,1.2951,0.9992,1.464,1.165,0.6521,1.098,1.5085,1.8769,1.5908,1.3776,0.8023,0.7697,0.7697,1.7597,1.5454,0.9814,0.8326,0.7189,1.0903,1.1237,0.858,2.0007,1.5025
"ACH-002192",0.5294,1.2104,1.0713,0.5294,1.0564,1.0787,0.5351,1.0564,0.9925,0.9462,1.1168,1.0468,0.5362,1.0577,0.9893,0.5653,1.0713,1.021,1.0721,0.9893,1.0582,0.5294,0.5351,1.0447,0.4963,0.5294,1.0447,1.0468,0.5268,1.0474,1.0447,1.0713,1.48,1.0577,0.5001,1.0564,1.0468,0.5294,0.5001,1.0447,1.021,1.0552,0.5653,1.1168,1.0854,1.0787,1.0713,1.0713,1.2104,0.5405,0.5294,0.638,1.055,0.5889,1.5915,1.2104,1.0787,1.0564,1.021,0.5268,1.2104,1.0468,0.5889,1.0552,1.0596,1.0596,0.9462,1.0577,0.9947,0.9947,0.5268,1.48,1.0689,0.9462,1.0163,0.638,1.2104,1.0163,1.0787,0.9893,1.1512,1.0468,1.0713,1.021,1.0787,1.0468,1.0447,0.4963,1.1168,1.0474,1.1168,1.021,1.0582,1.055,1.0163,0.5351,0.5294,1.0474,1.0787,0.5001,1.0163,0.5351,0.5462,1.021,1.0474,0.638,1.0596,1.0713,0.0154,0.5001,1.0564,0.9462,1.0552,1.0787,1.0564,1.1469,1.021,0.638,1.0552,1.021,0.9893,1.004,1.0713,1.0596,1.004,1.0675,1.021,0.9462,1.0577,1.0787,1.0713,0.5294,1.0854,1.0163,1.0564,0.5749,1.0447,0.5001,1.021,1.021,1.1168,1.021,1.0596,0.9893,0.5362,0.9893,1.021,1.0787,1.0713,1.021
"ACH-000002",1.0156,1.1366,1.0393,1.0156,1.0106,0.9996,1.0163,1.0106,0.9786,0.9158,1.0156,1.5145,1.0091,1.0163,0.4821,1.0091,1.0393,1.0012,1.0171,0.9791,1.0164,1.0156,1.0163,1.0156,0.9786,1.0156,1.0156,1.5145,1.0091,0.9837,1.0156,1.0393,0.9654,1.0163,0.4628,1.0106,1.5145,1.0156,0.4628,1.0156,1.0012,1.0327,1.0091,1.0156,1.0075,0.9996,1.0393,1.0393,1.1366,1.0353,1.0156,1.0132,1.0288,0.1061,1.0167,1.1366,0.9996,0.5002,1.0053,1.0091,1.1366,1.5145,0.5555,1.0327,1.0393,1.0393,0.9158,1.0163,0.9786,0.9786,1.0091,0.9654,1.0167,0.9715,1.006,1.0458,1.1366,1.006,0.9996,0.9791,1.0859,1.5145,1.0393,1.0012,0.9996,1.5145,1.0156,0.9786,1.0156,0.9837,1.0156,1.0012,1.0164,1.0288,1.006,1.0163,1.0156,0.9837,0.9996,0.4628,1.1501,1.0163,0.9996,1.0012,0.9837,1.0458,1.0393,1.0393,0.9786,0.4628,0.5002,0.9158,1.0327,0.9996,0.8915,1.0156,1.0012,1.0458,1.0327,1.0012,0.4954,0.9784,1.0393,1.0393,0.9784,1.0167,1.0012,0.9715,1.0163,0.9996,1.0393,1.0156,0.5077,1.006,1.0106,1.0147,1.0156,0.4628,1.0012,1.0012,1.0156,1.0053,1.0393,0.9791,1.0091,0.4821,1.0012,0.9996,1.0393,1.0053
"ACH-000938",0.9976,0.9953,1.0154,0.9976,0.9976,1.0022,1.0062,0.9976,0.9961,0.9792,0.9858,0.9847,0.9942,0.9998,0.9799,0.9969,1.0154,0.9688,1.0202,0.9799,1.002,0.9976,1.0062,0.9976,0.9961,0.9976,0.9976,0.9847,0.9695,1,0.9976,1.0154,0.9799,0.9998,0.4833,0.9976,0.9847,0.9976,0.4833,0.9976,0.9688,0.9998,1.0126,0.9858,0.9497,1.0022,1.0154,1.0154,0.9953,1.0005,0.9976,0.9858,0.9787,1.0189,1.0189,0.9953,1.0022,0.9976,0.985,0.9942,0.9953,0.9847,1.0189,0.9998,1.0154,1.0154,0.9792,0.9998,0.9961,0.9961,0.9695,0.9799,1.0189,0.9792,0.9953,1.0331,0.9953,0.9953,1.0022,0.4952,1.0202,0.9847,1.0154,0.9688,1.0022,0.9847,0.9976,0.9961,0.9858,1,0.9858,0.9688,1.002,0.9787,0.9953,1.0062,0.9976,1,1.0022,0.4833,0.9953,1.0062,1.0022,0.9688,1,1.0331,1.0154,1.0154,0.9961,0.4833,0.9976,0.9792,0.9998,1.0022,0.9976,0.9858,0.9688,1.0331,0.9998,0.9688,0.9799,1.008,1.0154,1.0154,1.008,1.0189,0.9688,0.9792,0.9998,1.0022,1.0154,0.9976,0.9497,0.9953,0.9976,0.9969,0.9976,0.4833,0.9688,0.9688,0.9858,0.985,1.0154,0.9911,0.9942,0.9799,0.9688,1.0022,1.0154,0.985
